deviation
37
37
38
38
91
91
40
40
55
38
43
50
37
37
36
36
39
1
40
0
36
36
0
0
0
0
36
36
93
93
0
0
79
79
74
74
36
36
37
37
37
37
36
36
0
0
0
0
0
0
55
55
55
55
74
74
36
36
22
22
23
23
27
27
23
23
22
57
79
74
74
36
36
92
55
43
80
73
73
37
37
0
0
55
55
36
36
0
0
0
0
0
0
0
0
0
0
22
22
81
81
78
78
89
89
51
51
72
72
58
58
55
55
45
45
81
81
77
77
65
65
76
76
0
0
39
39
40
40
36
36
43
43
92
92
92
92
92
92
37
37
93
93
51
51
38
38
38
35
37
36
45
21
66
39
39
38
38
75
75
94
94
108
108
0
0
81
10
91
40
40
81
81
96
96
91
91
77
77
39
39
36
36
76
76
72
72
66
66
39
39
40
40
55
36
18
73
39
39
36
36
91
91
43
43
0
0
37
37
38
38
36
36
0
0
0
0
0
22
22
0
36
36
0
0
55
55
64
64
45
45
55
55
36
36
67
67
73
73
0
0
37
37
0
0
0
0
22
22
24
24
22
22
37
37
0
0
0
0
36
36
55
55
37
37
36
36
0
0
37
37
77
77
43
43
56
20
36
0
55
55
65
25
15
55
57
57
36
36
37
37
0
0
84
84
89
89
95
95
37
37
22
15
1
37
75
76
76
72
72
40
40
65
65
38
36
34
4
4
40
80
80
75
75
55
55
92
92
76
76
37
37
58
58
36
36
0
0
0
0
40
40
36
36
93
93
93
93
92
92
0
91
55
14
22
40
40
0
0
76
76
0
81
41
40
95
95
60
60
94
94
56
56
39
39
0
0
37
37
65
65
44
44
78
78
62
62
61
61
80
80
72
72
95
95
36
36
27
27
36
36
36
36
39
39
38
26
64
0
62
62
80
80
73
73
73
73
36
36
38
38
95
95
39
39
39
39
55
55
64
64
80
53
9
36
30
30
23
23
91
91
36
36
36
36
0
0
117
117
92
56
14
22
93
93
95
95
38
38
59
23
9
27
0
0
95
95
39
39
95
95
0
0
43
5
39
40
40
30
27
35
39
38
38
37
37
37
37
60
60
38
38
36
19
19
36
22
22
0
0
40
56
96
0
0
26
26
22
22
65
65
36
0
4
40
91
91
45
45
55
55
56
56
55
55
92
92
22
22
26
26
22
22
0
0
0
0
96
96
95
95
38
38
92
92
92
92
65
65
44
6
58
96
66
66
36
36
0
0
0
0
0
0
36
36
91
91
75
75
0
0
75
39
18
54
55
55
81
81
36
36
0
0
22
22
67
67
55
15
2
38
56
56
0
0
57
57
55
55
93
93
36
36
91
53
20
2
56
0
0
0
0
36
36
0
0
36
36
50
50
39
39
37
37
75
39
1
37
0
0
36
36
0
0
36
36
40
40
36
36
37
37
0
0
27
27
25
25
39
39
38
38
95
95
94
94
47
47
86
86
58
58
36
36
0
0
23
23
24
24
23
23
36
36
0
0
0
0
68
29
54
93
93
93
22
22
0
0
57
57
56
56
22
22
0
40
0
40
36
36
57
57
56
56
40
53
53
40
74
74
0
0
40
40
38
38
58
58
36
36
0
0
0
0
55
6
7
56
0
0
58
58
22
22
93
7
86
82
13
95
39
1
40
0
92
92
96
96
36
36
40
40
38
38
76
76
36
36
55
36
1
92
22
22
0
0
23
23
26
26
47
47
36
36
36
36
0
0
81
81
57
57
0
0
91
91
36
36
0
0
0
0
0
0
0
0
0
39
39
39
39
37
37
0
37
37
0
0
0
0
24
24
96
96
36
36
38
38
104
104
39
39
37
37
39
39
92
92
40
40
72
36
2
38
74
74
44
44
0
0
39
39
0
0
36
36
0
0
0
0
0
0
0
0
36
36
22
22
0
0
0
0
37
37
37
37
39
39
37
15
22
0
75
75
44
44
79
79
75
75
76
76
58
58
36
36
36
36
36
29
10
75
43
43
36
36
36
36
0
0
36
36
80
80
36
36
55
18
37
38
45
81
40
40
37
37
36
36
80
80
55
55
43
43
36
36
58
21
37
74
81
81
39
39
49
49
37
37
74
74
73
73
76
76
40
40
74
74
70
70
75
75
75
75
42
42
0
0
0
0
50
50
57
57
0
0
92
92
36
0
36
0
47
47
57
57
36
36
37
37
0
0
55
55
67
67
45
45
45
45
55
55
95
95
40
40
116
116
128
128
