deviation
131
131
94
94
100
100
74
74
55
55
93
93
22
33
55
76
76
36
36
45
45
56
56
36
36
44
44
80
80
40
40
93
93
39
39
60
60
91
91
64
64
64
64
57
57
0
0
57
18
36
75
81
81
22
22
0
0
0
0
0
0
23
23
80
80
96
96
36
36
39
28
67
82
2
58
22
0
0
82
82
101
101
93
93
94
94
36
36
39
1
24
64
74
74
0
0
45
6
0
1
3
37
64
64
57
57
23
23
69
69
77
77
75
75
39
39
59
59
55
55
91
91
58
58
0
0
0
0
0
0
0
0
76
39
1
36
0
0
0
0
0
0
58
58
44
44
36
36
0
0
36
55
55
14
22
11
10
45
72
72
86
86
55
55
77
77
36
36
0
37
37
79
79
0
0
39
39
75
75
55
15
17
57
64
64
56
56
0
0
0
0
55
55
58
58
39
1
38
92
92
36
36
36
36
36
36
22
22
0
0
36
36
0
0
0
0
0
0
0
22
22
0
0
0
0
0
0
36
36
81
81
36
36
37
37
22
22
38
2
3
0
19
58
0
0
55
55
36
36
40
40
36
36
55
55
55
55
40
40
77
40
60
97
40
40
40
40
36
36
44
44
37
1
45
81
82
82
60
60
37
37
69
30
55
56
56
94
39
39
43
43
77
77
38
38
36
36
0
0
0
0
42
16
0
58
0
0
0
0
25
25
94
94
36
36
0
0
0
0
0
0
0
0
0
0
56
56
47
47
80
80
36
36
0
0
36
36
0
0
36
36
0
0
0
0
39
39
92
92
92
52
4
38
74
57
57
39
39
0
0
80
4
3
34
33
72
39
39
0
0
36
36
44
44
0
0
0
0
40
40
44
44
0
0
0
0
0
0
0
0
38
38
38
38
79
79
75
75
36
36
0
0
38
38
55
55
36
36
0
0
0
0
36
36
64
64
78
78
91
91
57
57
0
0
37
1
44
82
0
39
39
0
56
56
61
22
56
95
37
37
36
36
95
95
39
39
74
74
39
39
36
36
94
94
22
22
0
0
0
0
43
43
55
55
75
75
0
0
38
38
63
63
91
91
36
36
58
0
58
0
0
96
96
36
36
92
92
36
36
0
91
52
39
36
36
55
33
14
65
101
57
57
57
57
55
55
96
96
97
97
95
95
75
75
39
39
0
0
0
0
45
45
58
58
55
55
36
36
0
0
39
39
36
36
36
36
0
0
55
55
103
103
55
55
55
55
64
64
59
59
56
56
57
21
36
0
45
45
76
76
74
74
39
39
0
0
24
24
24
24
36
36
61
61
78
78
75
75
39
39
91
91
55
55
97
97
36
36
64
64
43
43
37
37
39
39
36
36
0
0
39
39
86
50
36
91
91
64
27
59
96
22
22
55
55
37
37
57
57
0
0
39
39
0
0
37
37
40
40
0
0
110
110
56
56
0
0
0
0
0
0
0
0
22
22
23
23
26
26
37
37
84
44
32
72
0
0
81
81
61
61
62
62
22
22
91
91
36
36
39
39
55
55
55
15
25
65
76
76
0
0
24
24
91
55
3
39
38
38
84
84
55
55
0
74
74
78
78
22
22
0
36
36
0
22
22
55
16
3
36
38
38
22
22
0
0
0
0
58
58
0
0
0
0
0
0
55
55
36
36
39
3
19
41
0
96
76
40
36
0
23
23
39
39
58
58
0
0
57
57
76
76
74
74
80
21
23
36
37
37
91
91
81
81
79
79
0
0
39
39
0
0
22
22
0
0
0
0
0
0
22
22
55
16
57
96
39
53
92
0
0
36
36
97
97
39
39
37
37
39
3
14
22
0
37
37
62
62
65
26
52
55
67
103
95
95
95
95
92
92
36
36
0
0
0
0
58
17
19
56
0
0
45
45
39
39
73
73
82
82
36
36
0
40
2
38
86
86
70
70
75
75
42
42
0
0
45
45
74
74
55
55
72
72
39
39
0
0
64
25
55
94
39
39
0
0
22
22
46
46
55
55
75
75
91
53
17
55
68
68
63
63
74
74
40
40
65
65
36
36
36
36
62
62
36
36
82
82
0
0
91
91
57
57
0
0
0
0
0
0
67
67
91
1
56
36
0
0
81
81
72
72
82
82
22
22
0
0
36
36
36
36
0
0
0
0
0
0
75
75
36
36
40
40
58
22
45
81
75
75
0
0
36
36
0
0
0
0
45
45
56
56
0
0
36
36
65
65
37
37
38
38
69
69
36
36
103
103
55
55
43
43
61
61
80
80
78
78
91
91
