deviation
91
91
91
91
40
40
87
87
36
36
42
42
0
0
0
0
0
0
0
0
0
0
36
36
45
45
48
12
36
0
0
0
36
36
76
76
40
40
36
36
37
37
36
36
55
55
65
65
64
64
75
39
36
0
0
0
0
0
57
57
0
0
0
0
36
36
0
0
58
58
0
55
55
56
16
40
0
23
23
36
36
79
79
92
92
36
36
0
0
0
0
93
93
37
37
0
0
94
94
0
0
36
36
0
0
43
43
37
37
37
37
58
58
0
0
58
58
77
77
55
19
0
36
36
36
0
0
27
27
91
91
91
91
38
38
57
57
94
94
39
39
22
22
0
0
79
39
36
76
40
40
76
1
0
20
59
40
40
36
0
53
53
36
36
36
36
0
0
40
40
0
94
94
39
39
22
22
22
22
50
50
38
38
39
39
36
36
36
36
0
0
58
58
0
0
58
58
0
0
0
0
0
0
0
0
0
0
70
70
62
62
66
66
58
58
0
0
0
0
64
26
39
41
36
0
57
57
0
0
0
0
0
0
0
0
0
0
36
36
36
36
38
38
0
0
22
22
55
55
58
58
0
0
0
0
0
0
44
8
36
0
36
36
95
95
86
86
55
55
68
68
60
60
58
58
56
56
40
40
36
36
56
56
0
0
0
0
0
0
0
0
0
0
0
0
39
39
91
91
57
57
55
17
43
45
36
0
0
0
0
0
0
43
43
56
56
22
22
0
40
1
39
0
0
26
26
0
0
80
80
39
39
39
39
0
0
26
26
85
85
36
36
40
40
42
42
0
0
0
0
71
71
63
63
75
53
22
0
0
0
0
0
0
56
56
0
0
0
0
102
26
2
74
93
93
36
36
0
0
37
37
40
40
74
74
55
55
74
74
36
36
36
36
38
38
36
36
40
40
39
39
55
55
74
74
55
55
84
84
76
1
37
38
40
40
0
0
76
76
92
92
91
91
73
73
0
0
36
36
76
76
36
36
37
37
0
22
22
0
0
0
55
19
36
0
0
0
37
37
60
60
38
38
36
36
55
55
94
94
37
37
38
38
95
95
94
94
0
0
91
91
37
37
67
67
91
91
91
91
55
55
96
96
0
82
82
76
76
39
39
72
72
39
39
37
37
38
23
4
17
10
9
18
111
0
38
38
39
39
39
39
57
57
0
0
38
38
38
38
22
22
56
56
39
39
40
40
57
21
12
24
101
101
46
46
36
36
39
39
58
58
0
0
45
45
76
76
72
72
37
37
36
36
22
22
37
37
0
0
45
45
0
0
36
36
38
38
37
37
36
36
37
37
36
36
0
0
64
64
56
56
55
55
36
36
36
36
72
72
36
36
79
79
37
37
64
64
81
81
75
75
36
36
40
40
91
91
75
37
17
26
5
76
39
17
22
0
0
68
68
65
65
65
65
36
36
36
36
47
47
80
80
22
22
77
77
75
75
36
36
36
36
0
0
73
73
38
38
74
74
91
91
94
94
49
49
38
38
0
0
25
25
22
22
80
80
76
76
55
55
36
36
36
36
0
0
59
59
36
36
44
44
0
0
0
0
39
39
95
95
96
96
49
49
92
92
36
36
73
73
40
40
106
106
0
0
24
24
24
12
40
76
22
22
36
36
36
36
0
0
0
0
0
0
0
0
36
36
39
39
56
56
36
36
55
16
22
61
39
23
26
11
12
1
2
36
0
0
0
0
0
0
0
0
0
0
0
0
26
26
81
81
62
29
36
55
57
21
36
0
0
0
0
0
56
56
96
96
37
37
0
0
0
0
24
24
91
91
58
58
0
0
0
0
0
61
61
39
39
76
76
36
36
72
72
94
94
77
77
44
12
56
0
0
93
93
73
73
37
37
57
57
36
36
44
44
55
55
65
65
73
73
43
4
21
5
19
11
8
55
55
55
93
93
86
86
22
22
27
27
63
24
33
72
37
37
40
40
36
36
36
36
36
36
37
37
57
57
86
86
96
96
74
38
0
36
0
0
55
55
43
43
57
57
36
36
36
36
45
45
55
55
106
12
1
93
91
91
44
44
74
74
43
43
37
37
38
38
36
36
40
40
40
40
65
65
36
36
92
92
47
47
39
39
36
36
0
0
44
44
64
1
9
56
38
38
94
94
36
36
95
95
75
38
41
78
40
40
94
94
37
37
38
38
37
37
38
38
50
50
0
0
65
65
79
79
76
76
36
36
74
74
39
0
2
37
57
57
23
23
39
39
38
38
39
39
22
22
40
40
0
0
37
37
56
56
52
52
39
39
